fiberid,radeg,decdeg,source_id,bdbs_id,n6569_oid,BDBS_match,photometry_ok,gaia_ok,phot_g_mean_mag,umag,gmag,rmag,imag,zmag,ymag,u0,g0,r0,i0,z0,y0,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,RVraw,RV_adopted,e_RV_adopted,SNR_CaT,rv_quality,rv_member_window_NGC6569,CaT1,CaT2,CaT3,SumEW23,FeHDP_avg_W2W3,FeHDP_stddev_W2W3,FeHDP_W2,FeHDP_W3,FeHDP_W3_minus_W2,FeHDP_flag,FeHDP_quality,Teff_avg_SP,Teff_std_SP,logg_avg_SP,logg_stddex_SP,MH_avg_SP,MH_stddex_SP,FeH_avg_SP,FeH_stddex_SP,aFe_avg_SP,aFe_stddex_SP,SP_FeH_N,SP_aFe_N,SP_quality,SED_status,SED_ok,SED_n_bands_used,SED_red_chi2,SED_auto_rejected_bands,SED_phot_mismatch_bool,SED_best_Teff,SED_best_logg,SED_best_FeH,SED_best_aFe,dTeff_SED_minus_SP,dlogg_SED_minus_SP,dFeH_SED_minus_SP,daFe_SED_minus_SP,SED_agreement,Teff_adopted,e_Teff_adopted,logg_adopted,e_logg_adopted,FeH_adopted,e_FeH_adopted,FeH_source,aFe_adopted,e_aFe_adopted,aFe_source,chem_window_adopted,high_alpha_window,table_use_flag
226,273.005,-31.712,4048857049987364224,121241491,140348,matched,TRUE,TRUE,13.951,19.998,16.809,15.053,13.066,12.183,11.629,18.539,15.644,14.198,12.433,11.696,11.241,-4.136,0.064,-6.535,0.046,0.267,0.053,12.878,-0.476,6.879,6.9,weak,FALSE,1.157,1.963,1.945,3.908,-1.904,0.026,-1.885437,-1.922723,-0.037286,ok,good,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-1.904,0.15,CaT_DP_only,,,none,FALSE,FALSE,caution
227,273.003,-31.659,4048857835928027904,121235036,139671,matched,TRUE,TRUE,15.836,19.686,16.978,15.982,15.478,15.146,14.931,18.31,15.88,15.176,14.881,14.687,14.566,-3.429,0.044,-6.137,0.032,0.094,0.038,117.549,104.195,4.181,18.4,usable,FALSE,1.231,2.912,1.835,4.747,-1.046,0.007,-1.04037,-1.050868,-0.010498,ok,good,4693.5,166,2.479,0.638,-0.875,0.168,-0.87,0.148,-0.015,0.359,2,2,usable,modeled,TRUE,6,0.35,,FALSE,4500,2,-1,0.4,-193.5,-0.479,-0.13,0.415,consistent,4693.5,166,2.479,0.638,-0.956,0.105,SP_Ace+CaT_DP_consensus,-0.015,0.359,SP_Ace,FALSE,FALSE,secondary
228,273.199,-31.724,4048900373280536320,151954252,638567,matched,TRUE,TRUE,17.102,20.529,18.268,17.216,16.678,16.345,16.126,18.64,16.76,16.109,15.859,15.715,15.624,-3.67,0.093,-7.664,0.067,0.209,0.084,-198.431,-211.785,5.93,13.4,weak,FALSE,0.533,1.801,1.475,3.276,-1.435,0.186,-1.303544,-1.566718,-0.263174,CHECK W2 vs W3,usable,5875.5,398.5,3.173,1.255,-0.425,0.232,-0.34,0.511,-0.142,0.332,2,2,weak,modeled,FALSE,5,4.395,u,FALSE,5250,2,0.25,0,-625.5,-1.173,0.59,0.142,check,5875.5,398.5,3.173,1.255,-0.34,0.511,SP_Ace_primary_CaT_DP_disagrees,-0.142,0.332,SP_Ace,FALSE,FALSE,caution
229,272.944,-31.605,4048870755182172800,121008116,119068,matched,TRUE,TRUE,16.189,19.703,17.24,16.27,15.832,15.537,15.293,18.367,16.173,15.487,15.253,15.091,14.938,-4.3,0.053,-6.442,0.038,0.074,0.046,154.083,140.729,7.053,13.9,weak,FALSE,0.874,1.67,1.629,3.299,-1.555,0.099,-1.485094,-1.624826,-0.139732,ok,good,5105,488.4,1.907,0.276,-1.054,0.711,-0.882,0.078,-0.285,0.407,2,2,weak,modeled,TRUE,5,1.144,u,FALSE,4750,1.5,-0.5,0.2,-355,-0.407,0.382,0.485,check,5105,488.4,1.907,0.276,-0.882,0.12,SP_Ace_primary_CaT_DP_disagrees,-0.285,0.407,SP_Ace,FALSE,FALSE,caution
230,273.11,-31.699,4048854434306163328,151610402,595076,matched,TRUE,TRUE,16.413,20.207,17.644,16.53,15.998,15.643,15.453,18.711,16.45,15.654,15.349,15.144,15.056,-4.823,0.066,-6.015,0.045,0.094,0.054,50.452,37.098,4.13,13.6,weak,FALSE,1.113,2.264,1.895,4.159,-1.163,0.038,-1.136517,-1.189731,-0.053214,ok,good,4762.5,265.3,1.866,0.801,-0.684,0.23,-0.832,0.209,0.288,0.469,2,2,weak,modeled,TRUE,5,0.206,u,FALSE,4500,1,-1,0.4,-262.5,-0.866,-0.168,0.112,check,4762.5,265.3,1.866,0.801,-1.051,0.122,SP_Ace+CaT_DP_consensus,0.288,0.469,SP_Ace,TRUE,TRUE,caution
232,273.177,-31.769,4048806335037519744,151869180,627653,matched,TRUE,TRUE,15.948,19.941,17.353,19.413,15.25,14.749,14.833,18.262,16.013,18.43,14.522,14.189,14.387,-4.06,0.057,-7.297,0.043,0.168,0.048,63.563,50.209,3.261,18.5,usable,FALSE,1.51,2.868,2.204,5.072,-0.929,0.064,-0.973892,-0.883392,0.0905,ok,good,4923,149.4,3.11,0.376,-0.498,0.125,-0.703,0.114,0.307,0.268,2,2,usable,modeled,FALSE,5,9.836,r,TRUE,4250,3,-1,0.4,-673,-0.11,-0.297,0.093,check,4923,149.4,3.11,0.376,-0.791,0.094,SP_Ace+CaT_DP_consensus,0.307,0.268,SP_Ace,TRUE,TRUE,secondary
233,273.299,-31.731,4048899754804749952,152343665,689224,matched,TRUE,TRUE,16.193,20.007,17.446,16.317,15.761,15.435,15.226,18.163,15.974,15.237,14.962,14.82,14.736,-3.453,0.058,-7.681,0.041,0.059,0.05,121.15,107.797,3.422,19.4,usable,FALSE,1.163,2.684,1.867,4.552,-1.065,0.025,-1.047805,-1.082919,-0.035114,ok,good,5139,191.6,2.476,0.613,-0.675,0.145,-0.655,0.266,-0.024,0.479,2,2,usable,modeled,TRUE,5,0.287,u,FALSE,4750,1.5,-0.75,0.3,-389,-0.976,-0.095,0.324,check,5139,191.6,2.476,0.613,-0.655,0.266,SP_Ace_primary_CaT_DP_disagrees,-0.024,0.479,SP_Ace,FALSE,FALSE,secondary
234,272.945,-31.582,4048870862647097472,121010737,119279,matched,TRUE,TRUE,16.239,20.17,17.383,16.303,15.875,15.551,15.325,18.89,16.361,15.553,15.32,15.124,14.985,-4.201,0.057,-6.033,0.043,0.06,0.047,-57.571,-70.924,8.505,12.2,weak,FALSE,0.785,1.95,1.936,3.885,-1.349,0.122,-1.262949,-1.434899,-0.17195,ok,usable,5462.5,427.1,2.752,0.905,-0.45,0.238,-0.434,0.453,0.019,0.367,2,2,weak,modeled,TRUE,5,1.806,u,FALSE,4750,2,-0.25,0.1,-712.5,-0.752,0.184,0.081,check,5462.5,427.1,2.752,0.905,-0.434,0.453,SP_Ace_primary_CaT_DP_disagrees,0.019,0.367,SP_Ace,FALSE,FALSE,caution
235,273.027,-31.643,4048857973499000704,121325040,149043,matched,TRUE,TRUE,15.877,20.007,17.152,15.977,15.422,15.068,14.852,18.687,16.098,15.204,14.85,14.628,14.501,-4.155,0.045,-6.768,0.032,0.031,0.038,183.858,170.505,3.401,17.4,usable,FALSE,0.66,1.879,1.247,3.126,-1.748,0.154,-1.639741,-1.856941,-0.2172,CHECK W2 vs W3,usable,4686,244.5,2.738,0.625,-0.892,0.221,-0.941,0.311,0.081,0.469,2,2,usable,modeled,TRUE,6,0.367,,FALSE,4250,1.5,-1.5,0.4,-436,-1.238,-0.559,0.319,check,4686,244.5,2.738,0.625,-0.941,0.311,SP_Ace_primary_CaT_DP_disagrees,0.081,0.469,SP_Ace,FALSE,FALSE,secondary
236,273.113,-31.658,4048948373865738624,151621926,596556,matched,TRUE,TRUE,16.499,20.298,17.693,16.577,16.048,15.688,15.488,18.695,16.413,15.638,15.353,15.153,15.062,-5.065,0.108,-6.341,0.079,-0.022,0.087,109.963,96.61,3.382,16.4,usable,FALSE,1.242,2.603,2.141,4.744,-0.917,0.005,-0.913525,-0.920041,-0.006516,ok,good,4871,288.8,2.297,0.727,-0.636,0.219,-0.986,0.222,0.459,0.555,2,2,usable,modeled,TRUE,6,0.189,,FALSE,4500,2.5,-1.5,0.4,-371,0.203,-0.514,-0.059,check,4871,288.8,2.297,0.727,-0.938,0.124,SP_Ace+CaT_DP_consensus,0.459,0.555,SP_Ace,TRUE,TRUE,secondary
237,273.054,-31.607,4048951917301978496,121430931,160725,matched,TRUE,TRUE,16.167,20.172,17.433,16.258,15.702,15.379,15.155,18.743,16.292,15.421,15.082,14.902,14.775,-3.953,0.124,-6.662,0.086,-0.144,0.115,-21.979,-35.333,4.099,19.1,usable,TRUE,1.418,2.581,2.216,4.797,-0.943,0.04,-0.971995,-0.914799,0.057196,ok,good,4443,96.6,2.733,0.721,-0.71,0.129,-1.05,0.107,0.451,0.28,2,2,usable,modeled,TRUE,6,0.54,,FALSE,4250,2,-1.5,0.4,-193,-0.733,-0.45,-0.051,check,4443,100,2.733,0.721,-1.008,0.094,SP_Ace+CaT_DP_consensus,0.451,0.28,SP_Ace,TRUE,TRUE,secondary
238,272.965,-31.548,4048871000086102016,121088494,125773,matched,TRUE,TRUE,16.598,18.71,17.377,16.823,16.569,16.396,16.332,17.365,16.303,16.035,15.986,15.947,15.975,-5.877,0.118,-7.13,0.085,0.211,0.103,103.137,89.783,5.836,11.7,weak,FALSE,0.776,1.528,1.332,2.861,-1.566,0.124,-1.4786,-1.653808,-0.175208,ok,usable,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-1.566,0.15,CaT_DP_only,,,none,FALSE,FALSE,caution
240,273.331,-31.767,4048896529394194048,152469823,705774,matched,TRUE,TRUE,17.521,18.99,17.883,17.638,17.199,17.364,17.19,17.273,16.512,16.632,16.454,16.791,16.734,-1.068,0.128,-4.435,0.095,0.049,0.107,-53.354,-66.708,15.267,8,weak,FALSE,0.318,2.005,0.887,2.892,-1.496,0.241,-1.325619,-1.666623,-0.341004,CHECK W2 vs W3,usable,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-1.496,0.241,CaT_DP_only,,,none,FALSE,FALSE,caution
241,273.003,-31.62,4048858802374482048,121234565,139614,matched,TRUE,TRUE,15.909,19.821,17.086,15.994,15.522,15.22,14.997,18.466,16.005,15.201,14.935,14.768,14.637,-4.818,0.183,-8.326,0.138,0.327,0.163,19.102,5.748,3.511,16.3,usable,FALSE,1.62,3.094,2.656,5.751,-0.602,0.092,-0.667409,-0.537089,0.13032,ok,good,4701.5,153.4,3.231,0.526,-0.275,0.245,-0.401,0.162,0.173,0.301,2,2,usable,modeled,TRUE,6,0.37,,FALSE,4500,3,-0.75,0.3,-201.5,-0.231,-0.349,0.127,consistent,4701.5,153.4,3.231,0.526,-0.509,0.11,SP_Ace+CaT_DP_consensus,0.173,0.301,SP_Ace,TRUE,FALSE,secondary
242,273.08,-31.582,4048952015961804800,151496847,580904,matched,TRUE,TRUE,14.844,19.913,16.381,14.993,14.362,13.947,13.639,18.309,15.1,14.053,13.666,13.412,13.213,-4.1,0.032,-7.096,0.024,0.102,0.029,149.576,136.222,4.256,17.9,usable,FALSE,1.46,3.222,2.814,6.036,-0.788,0.051,-0.824227,-0.751827,0.0724,ok,good,4042.5,86,1.441,0.47,-0.594,0.157,-0.69,0.118,0.146,0.315,2,2,usable,modeled,TRUE,5,1.036,u,FALSE,4250,0.5,-1,0.4,207.5,-0.941,-0.31,0.254,check,4042.5,100,1.441,0.47,-0.728,0.094,SP_Ace+CaT_DP_consensus,0.146,0.315,SP_Ace,TRUE,FALSE,secondary
243,273.238,-31.729,4048900137166311680,152108348,658358,matched,TRUE,TRUE,17.019,20.56,18.172,17.139,16.559,16.295,16.097,18.703,16.69,16.051,15.754,15.676,15.604,-3.444,0.087,-6.918,0.065,0.029,0.073,34.308,20.954,7.023,7.5,weak,FALSE,1.187,3.148,2.189,5.336,-0.597,0.019,-0.58417,-0.610596,-0.026426,ok,good,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-0.597,0.15,CaT_DP_only,,,none,FALSE,FALSE,caution
244,,,,,,no match,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,32.408,19.054,10.796,11.1,weak,FALSE,2.902,2.558,2.633,5.191,,,,,,no imag,none,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,,,none,,,none,FALSE,FALSE,caution
245,273.001,-31.515,4048964969664500736,121227077,138879,matched,TRUE,TRUE,15.384,19.543,16.52,15.445,14.998,14.68,14.492,18.192,15.441,14.654,14.412,14.229,14.133,-3.454,0.044,-5.896,0.031,0.118,0.034,-42.129,-55.483,3.619,13.9,weak,TRUE,0.986,3.043,2.523,5.566,-0.901,0.07,-0.851623,-0.950811,-0.099188,ok,good,4579.5,134,3.063,0.451,-0.29,0.148,-0.317,0.139,0.049,0.425,2,2,weak,modeled,TRUE,6,0.329,,FALSE,4500,2,-0.75,0.3,-79.5,-1.063,-0.433,0.251,check,4579.5,134,3.063,0.451,-0.317,0.139,SP_Ace_primary_CaT_DP_disagrees,0.049,0.425,SP_Ace,FALSE,FALSE,caution
246,273.231,-31.684,4048900819956721664,152079328,654647,matched,TRUE,TRUE,15.565,19.438,16.83,15.665,15.124,14.757,14.545,17.54,15.315,14.553,14.301,14.124,14.041,-3.7,0.047,-7.948,0.035,0.068,0.039,107.918,94.564,3.661,17.9,usable,FALSE,1.699,2.893,2.215,5.107,-0.91,0.112,-0.98914,-0.830222,0.158918,ok,good,5322,222.4,2.17,0.99,-0.49,0.194,-0.49,0.244,0,0.416,2,2,usable,modeled,TRUE,5,0.393,u,FALSE,4750,1,-1,0.4,-572,-1.17,-0.51,0.4,check,5322,222.4,2.17,0.99,-0.49,0.244,SP_Ace_primary_CaT_DP_disagrees,0,0.416,SP_Ace,FALSE,FALSE,secondary
247,273.246,-31.674,4048900927440936576,152140453,662317,matched,TRUE,TRUE,16.085,19.484,17.228,16.189,15.66,15.322,15.117,17.527,15.666,15.043,14.811,14.669,14.597,-4.539,0.057,-6.488,0.041,0.036,0.045,125.992,112.638,3.466,12,weak,FALSE,0.83,2.771,2.239,5.01,-0.982,0.11,-0.904316,-1.059976,-0.15566,ok,good,5319,661.7,3.656,2.038,-0.403,0.414,-0.25,,0,,1,1,weak,modeled,TRUE,6,0.359,,FALSE,4750,3,-0.75,0.3,-569,-0.656,-0.5,0.3,check,5319,661.7,3.656,2.038,-0.25,0.2,SP_Ace_primary_CaT_DP_disagrees,0,0.15,SP_Ace,FALSE,FALSE,caution
248,273.115,-31.559,4048952432698924800,151628876,597446,matched,TRUE,TRUE,15.283,20.262,16.794,15.449,14.829,14.398,14.148,18.472,15.365,14.401,14.053,13.801,13.673,-3.69,0.037,-7.567,0.026,0.106,0.031,75.887,62.534,3.442,13.9,weak,FALSE,1.715,3.566,2.82,6.387,-0.51,0.116,-0.592714,-0.428004,0.16471,ok,good,4217,118.7,2.665,0.619,-0.23,0.161,-0.27,0.106,0.054,0.373,2,2,weak,modeled,TRUE,6,0.299,,FALSE,4250,2,-0.75,0.3,33,-0.665,-0.48,0.246,check,4217,118.7,2.665,0.619,-0.364,0.094,SP_Ace+CaT_DP_consensus,0.054,0.373,SP_Ace,FALSE,FALSE,caution
249,273.057,-31.503,4048953596509928576,121444211,162210,matched,TRUE,TRUE,16.296,20.13,17.366,16.271,15.808,15.548,15.306,18.638,16.175,15.397,15.161,15.05,14.91,-3.844,0.173,-5.932,0.123,0.12,0.148,-20.935,-34.288,3.292,12,weak,TRUE,1.616,3.347,2.419,5.766,-0.533,0.091,-0.597427,-0.468555,0.128872,ok,good,4541.5,129,2.436,0.521,-0.355,0.181,-0.37,0.105,0.018,0.52,2,2,weak,modeled,TRUE,5,0.541,u,FALSE,4750,1.5,-0.75,0.3,208.5,-0.936,-0.38,0.282,check,4541.5,129,2.436,0.521,-0.434,0.094,SP_Ace+CaT_DP_consensus,0.018,0.52,SP_Ace,FALSE,FALSE,caution
253,273.055,-31.469,4048965558065241344,121438540,161581,matched,TRUE,TRUE,16.363,20.122,17.417,16.389,15.961,15.717,15.5,18.655,16.246,15.53,15.325,15.228,15.11,-4.036,0.058,-7.333,0.041,0.062,0.049,-54.494,-67.848,3.614,15.2,usable,FALSE,1.008,2.677,2.194,4.87,-0.933,0.065,-0.887077,-0.978301,-0.091224,ok,good,4742.5,162.8,2.909,0.566,-0.528,0.186,-0.625,0.177,0.149,0.365,2,2,usable,modeled,TRUE,6,0.54,,FALSE,4750,3,-0.5,0.2,7.5,0.091,0.125,0.051,consistent,4742.5,162.8,2.909,0.566,-0.804,0.114,SP_Ace+CaT_DP_consensus,0.149,0.365,SP_Ace,TRUE,FALSE,secondary
254,273.182,-31.616,4048948962301290112,151889558,630247,matched,TRUE,TRUE,16.712,20.922,18.041,16.817,16.28,15.929,15.676,18.96,16.475,15.668,15.429,15.275,15.155,-4.72,0.079,-6.238,0.055,-0.07,0.063,39.969,26.616,3.68,13.2,weak,FALSE,1.648,3.506,2.586,6.092,-0.303,0.099,-0.373479,-0.233023,0.140456,ok,good,4534.5,204.1,2.097,0.608,-0.66,0.228,-0.702,0.201,0.071,0.359,2,2,weak,modeled,TRUE,6,0.404,,FALSE,4500,3,-0.75,0.3,-34.5,0.903,-0.048,0.229,check,4534.5,204.1,2.097,0.608,-0.702,0.201,SP_Ace_primary_CaT_DP_disagrees,0.071,0.359,SP_Ace,FALSE,FALSE,caution
255,273.126,-31.768,4048853163000105600,151670794,602678,matched,TRUE,TRUE,16.946,20.625,18.199,17.083,16.519,16.161,15.95,18.931,16.847,16.091,15.785,15.596,15.5,-4.424,0.087,-7.765,0.063,0.053,0.077,95.191,81.837,3.206,14.8,weak,FALSE,0.426,2.058,2.492,4.549,-1.029,0.213,-0.878042,-1.17995,-0.301908,CHECK W2 vs W3,usable,4870,393.8,3.786,0.035,-1.19,0.21,-1.23,0.33,0.073,0.43,2,2,weak,modeled,TRUE,5,0.232,u,FALSE,4500,3,-0.75,0.3,-370,-0.786,0.48,0.227,check,4870,393.8,3.786,0.2,-1.088,0.179,SP_Ace+CaT_DP_consensus,0.073,0.43,SP_Ace,FALSE,FALSE,caution
256,273.299,-31.834,4048895601680630528,147499830,284594,matched,TRUE,TRUE,16.008,19.844,17.161,16.085,15.615,15.304,15.115,18.322,15.946,15.193,14.955,14.796,14.711,-4.152,0.05,-6.334,0.036,0.111,0.047,265.108,251.755,3.24,15.1,usable,FALSE,1.28,2.758,2.311,5.069,-0.889,0.005,-0.893058,-0.885818,0.00724,ok,good,4980,280,3.203,0.383,-0.377,0.166,-0.425,0.243,0.105,0.355,2,2,usable,modeled,TRUE,5,0.402,u,FALSE,4750,2,-0.5,0.2,-230,-1.203,-0.075,0.095,check,4980,280,3.203,0.383,-0.425,0.243,SP_Ace_primary_CaT_DP_disagrees,0.105,0.355,SP_Ace,FALSE,FALSE,secondary
257,273.107,-31.51,4048953463427600128,151598475,593574,matched,TRUE,TRUE,15.873,20.21,17.154,15.975,15.448,15.099,14.874,18.516,15.801,14.982,14.713,14.534,14.424,-4.918,0.046,-7.332,0.033,0.078,0.04,28.481,15.127,3.299,13.9,weak,FALSE,1.605,3.169,2.492,5.661,-0.654,0.088,-0.716235,-0.591345,0.12489,ok,good,4353.5,163.8,2.272,0.68,-0.5,0.209,-0.43,0.115,-0.108,0.341,2,2,weak,modeled,TRUE,6,0.287,,FALSE,4500,3,-0.5,0.2,146.5,0.728,-0.07,0.308,consistent,4353.5,163.8,2.272,0.68,-0.517,0.094,SP_Ace+CaT_DP_consensus,-0.108,0.341,SP_Ace,FALSE,FALSE,caution
258,273.219,-31.586,4048950504133308544,152034719,648979,matched,TRUE,TRUE,15.95,19.999,17.154,16.034,15.537,15.26,15.01,18.292,15.791,15.034,14.797,14.69,14.556,-4.63,0.055,-5.929,0.039,0.115,0.042,-45.382,-58.735,3.624,15.5,usable,TRUE,1.411,2.835,2.19,5.025,-0.899,0.039,-0.926492,-0.87183,0.054662,ok,good,4617.5,134.2,2.654,0.525,-0.47,0.156,-0.504,0.131,0.056,0.481,2,2,usable,modeled,TRUE,5,0.498,u,FALSE,4750,1.5,-0.75,0.3,132.5,-1.154,-0.246,0.244,check,4617.5,134.2,2.654,0.525,-0.504,0.131,SP_Ace_primary_CaT_DP_disagrees,0.056,0.481,SP_Ace,FALSE,FALSE,secondary
259,273.107,-31.481,4048955181478205824,151597729,593484,matched,TRUE,TRUE,16.379,20.404,17.523,16.432,15.997,15.676,15.462,18.908,16.328,15.555,15.348,15.177,15.065,-4.111,0.071,-7.834,0.052,0.003,0.062,43.223,29.869,3.437,14.8,weak,FALSE,1.625,3.043,2.578,5.621,-0.541,0.093,-0.607498,-0.475368,0.13213,ok,good,4766.5,152.6,3.111,0.411,-0.37,0.135,-0.32,0.123,-0.076,0.58,2,2,weak,modeled,TRUE,6,0.815,,FALSE,4500,3,-0.75,0.3,-266.5,-0.111,-0.43,0.376,check,4766.5,152.6,3.111,0.411,-0.409,0.095,SP_Ace+CaT_DP_consensus,-0.076,0.58,SP_Ace,FALSE,FALSE,caution
260,273.319,-31.728,4048899583006553728,152423160,699727,matched,TRUE,TRUE,17.045,20.392,18.166,17.105,16.535,16.214,15.983,18.563,16.706,16.034,15.742,15.604,15.497,-4.942,0.182,-6.815,0.128,0.236,0.158,73.474,60.121,5.634,10,weak,FALSE,0.617,1.986,1.692,3.678,-1.306,0.165,-1.190115,-1.422881,-0.232766,CHECK W2 vs W3,usable,5842.5,649.6,2.816,1.863,-0.268,0.603,-0.107,0.555,-0.267,0.739,2,2,weak,modeled,FALSE,5,4.967,g,FALSE,5250,2.5,-0.5,0.2,-592.5,-0.316,-0.393,0.467,check,5842.5,649.6,2.816,1.863,-0.107,0.555,SP_Ace_primary_CaT_DP_disagrees,-0.267,0.739,SP_Ace,FALSE,FALSE,caution
261,273.168,-31.516,4048953974548881664,151835905,623521,matched,TRUE,TRUE,16.708,20.145,17.818,19.344,16.127,15.824,15.711,18.482,16.491,18.37,15.406,15.269,15.269,-4.819,0.07,-6.766,0.051,0.153,0.058,-30.134,-43.488,4.068,15,usable,TRUE,1.169,2.656,2.063,4.718,-0.921,0.023,-0.904844,-0.937786,-0.032942,ok,good,4695,185.8,2.131,0.618,-0.73,0.205,-1.049,0.171,0.432,0.407,2,2,usable,modeled,TRUE,5,0.378,r,FALSE,4750,1,-1.5,0.4,55,-1.131,-0.451,-0.032,check,4695,185.8,2.131,0.618,-0.977,0.113,SP_Ace+CaT_DP_consensus,0.432,0.407,SP_Ace,TRUE,TRUE,secondary
262,273.414,-31.715,4048898316100578560,152783747,746579,matched,TRUE,TRUE,14.179,20.386,16.475,14.872,13.483,12.831,12.554,18.553,15.012,13.798,12.688,12.219,12.067,-3.529,0.027,-7.495,0.019,0.092,0.025,-6.659,-20.013,3.804,10.5,weak,FALSE,1.529,3.303,2.901,6.205,-0.912,0.069,-0.960694,-0.863316,0.097378,ok,good,3831,70.6,2.091,0.346,-0.387,0.158,-0.384,0.099,0.006,0.321,2,2,weak,modeled,TRUE,5,0.59,u,FALSE,3600,2.5,-0.75,0.3,-231,0.409,-0.366,0.294,check,3831,100,2.091,0.346,-0.384,0.12,SP_Ace_primary_CaT_DP_disagrees,0.006,0.321,SP_Ace,FALSE,FALSE,caution
263,273.165,-31.555,4048953768362722176,151822804,621940,matched,TRUE,TRUE,15.388,20.244,16.887,15.547,14.942,14.525,14.247,18.495,15.491,14.522,14.184,13.941,13.782,-4.343,0.042,-5.945,0.028,0.04,0.034,-60.521,-73.875,3.449,20.2,good,FALSE,1.149,3.169,2.536,5.705,-0.834,0.028,-0.813874,-0.854056,-0.040182,ok,good,4403,83.5,2.59,0.376,-0.565,0.124,-0.664,0.11,0.152,0.27,2,2,good,modeled,TRUE,6,0.473,,FALSE,4250,1.5,-1,0.4,-153,-1.09,-0.336,0.248,check,4403,100,2.59,0.376,-0.73,0.094,SP_Ace+CaT_DP_consensus,0.152,0.27,SP_Ace,TRUE,FALSE,secondary
265,,,,,,no match,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,23.364,10.01,5.138,13.5,weak,FALSE,0.791,1.222,1.708,2.929,,,,,,no imag,none,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,,,none,,,none,FALSE,FALSE,caution
267,273.223,-31.574,4048950607249624704,152047845,650645,matched,TRUE,TRUE,16.238,20.329,17.428,16.329,15.849,15.514,15.313,18.673,16.106,15.359,15.131,14.962,14.873,-4.846,0.061,-6.029,0.044,0.132,0.047,174.101,160.747,4.534,18.9,usable,FALSE,0.962,2.617,2.468,5.084,-0.889,0.076,-0.834747,-0.942623,-0.107876,ok,good,4593.5,142.8,3.119,0.343,-0.49,0.178,-0.602,0.171,0.158,0.668,2,2,usable,modeled,TRUE,6,0.666,,FALSE,4500,3,-0.75,0.3,-93.5,-0.119,-0.148,0.142,consistent,4593.5,142.8,3.119,0.343,-0.763,0.113,SP_Ace+CaT_DP_consensus,0.158,0.668,SP_Ace,TRUE,FALSE,secondary
268,273.162,-31.491,4048954288061927552,151813010,620696,matched,TRUE,TRUE,14.805,19.63,16.283,14.952,14.364,13.932,13.658,17.933,14.928,13.958,13.628,13.366,13.207,-4.479,0.034,-7.821,0.024,0.109,0.028,87.329,73.976,3.319,20.6,good,FALSE,1.465,3.105,2.4,5.506,-0.979,0.052,-1.016,-0.94179,0.07421,ok,good,4178,69.3,2.122,0.302,-0.73,0.096,-0.95,0.067,0.313,0.185,2,2,good,modeled,TRUE,6,0.636,,FALSE,4250,1.5,-1,0.4,72,-0.622,-0.05,0.087,consistent,4178,100,2.122,0.302,-0.961,0.094,SP_Ace+CaT_DP_consensus,0.313,0.185,SP_Ace,TRUE,TRUE,primary
269,273.285,-31.645,4048902400530697344,152288861,681835,matched,TRUE,TRUE,17.132,20.953,18.384,17.227,16.705,16.359,16.119,19.098,16.903,16.14,15.901,15.74,15.626,-3.859,0.126,-6.342,0.095,0.106,0.078,-43.316,-56.669,3.263,14.5,weak,TRUE,0.845,2.45,1.765,4.215,-1.033,0.106,-0.957566,-1.107796,-0.15023,ok,good,5138.5,267.8,2.667,0.789,-0.705,0.251,-0.664,0.592,-0.071,0.654,2,2,weak,modeled,TRUE,6,0.742,,FALSE,4500,3,-1,0.4,-638.5,0.333,-0.336,0.471,check,5138.5,267.8,2.667,0.789,-0.664,0.592,SP_Ace_primary_CaT_DP_disagrees,-0.071,0.654,SP_Ace,FALSE,FALSE,caution
270,273.191,-31.431,4048955593794341120,151924247,634743,matched,TRUE,TRUE,16.025,20.006,17.104,16.049,15.559,15.279,15.088,18.545,15.937,15.193,14.925,14.792,14.7,-3.452,0.097,-6.694,0.073,-0.099,0.097,72.129,58.775,5.034,17.2,usable,FALSE,1.628,3.501,2.392,5.893,-0.541,0.094,-0.607338,-0.474122,0.133216,ok,good,4595.5,103.2,2.667,0.394,-0.545,0.131,-0.664,0.105,0.183,0.292,2,2,usable,modeled,TRUE,6,0.296,,FALSE,4750,1.5,-1,0.4,154.5,-1.167,-0.336,0.217,check,4595.5,103.2,2.667,0.394,-0.616,0.094,SP_Ace+CaT_DP_consensus,0.183,0.292,SP_Ace,TRUE,FALSE,secondary
